path,time,power,area
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152025.png,587,14000.0,3549
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152025.png,587,13000.0,1122
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152025.png,587,,3469
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152025.png,587,22000.0,1631
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152025.png,587,15000.0,5350
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152025.png,587,19000.0,2530
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152030.png,623,15000.0,3046
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152030.png,623,18000.0,2454
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152030.png,623,14000.0,1472
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152030.png,623,20000.0,2593
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152030.png,623,17000.0,6833
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152030.png,623,15000.0,1469
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152030.png,623,19000.0,2798
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152030.png,623,16000.0,3544
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152030.png,623,,921
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152030.png,623,,3248
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152030.png,623,24000.0,1982
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152030.png,623,17000.0,6311
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152030.png,623,21000.0,3101
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152036.png,657,18000.0,3074
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152036.png,657,20000.0,2831
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152036.png,657,15000.0,1251
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152036.png,657,22000.0,2028
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152036.png,657,18000.0,6898
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152036.png,657,16000.0,1038
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152036.png,657,21000.0,3120
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152036.png,657,18000.0,5229
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152036.png,657,,932
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152036.png,657,,3083
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152036.png,657,25000.0,2068
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152036.png,657,18000.0,5395
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152036.png,657,23000.0,3191
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152041.png,686,20000.0,3513
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152041.png,686,22000.0,2914
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152041.png,686,17000.0,2183
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152041.png,686,23000.0,2778
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152041.png,686,20000.0,6870
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152041.png,686,17000.0,2085
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152041.png,686,23000.0,3926
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152041.png,686,19000.0,5140
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152041.png,686,,930
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152041.png,686,,3187
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152041.png,686,28000.0,1954
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152041.png,686,20000.0,5449
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152041.png,686,24000.0,2600
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152047.png,714,21000.0,3898
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152047.png,714,24000.0,2978
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152047.png,714,19000.0,2314
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152047.png,714,25000.0,3256
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152047.png,714,21000.0,6519
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152047.png,714,18000.0,1615
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152047.png,714,25000.0,3760
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152047.png,714,20000.0,4705
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152047.png,714,,1305
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152047.png,714,,3642
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152047.png,714,32000.0,1706
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152047.png,714,22000.0,5670
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152047.png,714,27000.0,2397
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152053.png,741,23000.0,3341
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152053.png,741,25000.0,3232
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152053.png,741,20000.0,1994
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152053.png,741,27000.0,3503
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152053.png,741,22000.0,6032
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152053.png,741,20000.0,1434
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152053.png,741,27000.0,3113
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152053.png,741,22000.0,4166
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152053.png,741,,1349
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152053.png,741,,3618
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152053.png,741,37000.0,1903
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152053.png,741,23000.0,5752
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152053.png,741,30000.0,2631
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152058.png,768,25000.0,4206
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152058.png,768,27000.0,2430
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152058.png,768,23000.0,1682
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152058.png,768,28000.0,2991
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152058.png,768,24000.0,6142
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152058.png,768,21000.0,1202
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152058.png,768,29000.0,2832
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152058.png,768,23000.0,5390
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152058.png,768,,1896
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152058.png,768,,3466
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152058.png,768,43000.0,2263
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152058.png,768,25000.0,9011
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152058.png,768,32000.0,3509
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152104.png,794,26000.0,4520
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152104.png,794,26000.0,131
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152104.png,794,25000.0,2123
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152104.png,794,35000.0,2897
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152104.png,794,26000.0,6504
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152104.png,794,23000.0,1236
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152104.png,794,32000.0,3144
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152104.png,794,25000.0,6008
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152104.png,794,,2632
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152104.png,794,,3203
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152104.png,794,49000.0,2207
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152104.png,794,27000.0,7069
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152104.png,794,35000.0,3748
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152109.png,819,28000.0,3931
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152109.png,819,,0
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152109.png,819,27000.0,2818
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152109.png,819,37000.0,3390
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152109.png,819,27000.0,6419
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152109.png,819,25000.0,1287
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152109.png,819,32000.0,3003
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152109.png,819,27000.0,7001
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152109.png,819,,2696
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152109.png,819,,3279
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152109.png,819,52000.0,1580
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152109.png,819,26000.0,7174
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152109.png,819,37000.0,3290
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152115.png,842,29000.0,3194
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152115.png,842,,0
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152115.png,842,28000.0,2385
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152115.png,842,43000.0,3485
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152115.png,842,29000.0,5289
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152115.png,842,26000.0,1870
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152115.png,842,35000.0,2732
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152115.png,842,29000.0,6354
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152115.png,842,27000.0,1962
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152115.png,842,,11578
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152115.png,842,55000.0,1428
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152115.png,842,26000.0,25772
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152115.png,842,39000.0,3028
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152121.png,868,32000.0,4166
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152121.png,868,,0
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152121.png,868,30000.0,1651
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152121.png,868,46000.0,3367
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152121.png,868,31000.0,6785
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152121.png,868,,113
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152121.png,868,38000.0,2092
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152121.png,868,31000.0,6408
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152121.png,868,27000.0,1767
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152121.png,868,,3627
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152121.png,868,59000.0,1785
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152121.png,868,26000.0,7310
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152121.png,868,42000.0,3241
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152126.png,893,34000.0,4249
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152126.png,893,,0
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152126.png,893,32000.0,1799
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152126.png,893,48000.0,2994
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152126.png,893,33000.0,7894
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152126.png,893,,498
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152126.png,893,41000.0,2242
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152126.png,893,32000.0,8920
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152126.png,893,28000.0,1514
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152126.png,893,,3438
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152126.png,893,63000.0,1991
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152126.png,893,26000.0,7747
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152126.png,893,45000.0,3676
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152132.png,918,35000.0,4349
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152132.png,918,,0
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152132.png,918,33000.0,2450
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152132.png,918,51000.0,2731
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152132.png,918,35000.0,7530
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152132.png,918,,488
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152132.png,918,42000.0,3106
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152132.png,918,35000.0,9725
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152132.png,918,29000.0,1584
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152132.png,918,,3177
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152132.png,918,67000.0,2038
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152132.png,918,26000.0,7842
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152132.png,918,48000.0,3407
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152138.png,942,38000.0,4392
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152138.png,942,,0
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152138.png,942,35000.0,2750
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152138.png,942,54000.0,3073
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152138.png,942,37000.0,7806
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152138.png,942,,479
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152138.png,942,44000.0,2894
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152138.png,942,37000.0,9144
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152138.png,942,32000.0,1950
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152138.png,942,,3979
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152138.png,942,72000.0,1793
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152138.png,942,26000.0,7588
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152138.png,942,49000.0,3404
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152143.png,965,40000.0,4000
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152143.png,965,,0
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152143.png,965,38000.0,2782
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152143.png,965,56000.0,3779
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152143.png,965,39000.0,8178
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152143.png,965,,39
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152143.png,965,45000.0,2792
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152143.png,965,39000.0,7034
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152143.png,965,37000.0,1804
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152143.png,965,,3680
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\violet\screenshot_20250918_152143.png,965,76000.0,1817
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\white\screenshot_20250918_152143.png,965,26000.0,7649
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\yellow\screenshot_20250918_152143.png,965,50000.0,3515
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\blue\screenshot_20250918_152149.png,985,42000.0,4782
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkblue\screenshot_20250918_152149.png,985,,0
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkgold\screenshot_20250918_152149.png,985,39000.0,2203
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkorange\screenshot_20250918_152149.png,985,59000.0,3716
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\darkred\screenshot_20250918_152149.png,985,42000.0,8663
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\lime\screenshot_20250918_152149.png,985,,95
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\magenta\screenshot_20250918_152149.png,985,46000.0,2343
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\orange\screenshot_20250918_152149.png,985,42000.0,6872
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\red\screenshot_20250918_152149.png,985,38000.0,2028
E:\Coding\Python\MachineLearning_SC\data\processed\Session_5s_2025-09-18_15-15-37\teal\screenshot_20250918_152149.png,985,,3716
